id,Calories
750644,121.10318
750645,179.95282
750646,115.87825
750647,172.77867
750648,46.295227
750649,176.22269
750650,171.29085
750651,5.970692
750652,4.0823555
750653,22.321028
750654,8.190622
750655,86.517044
750656,14.398493
750657,3.0941298
750658,33.466972
750659,54.445293
750660,36.854195
750661,110.08356
750662,87.635254
750663,96.88034
750664,52.2018
750665,72.411385
750666,8.600732
750667,193.98875
750668,153.05316
750669,5.825678
750670,24.772274
750671,127.013054
750672,207.06763
750673,76.483475
750674,48.76983
750675,80.25824
750676,213.01025
750677,141.28685
750678,61.163315
750679,52.53753
750680,75.012054
750681,103.71813
750682,109.32578
750683,109.23962
750684,20.993649
750685,77.44333
750686,190.61493
750687,138.92464
750688,112.26273
750689,25.33109
750690,62.669178
750691,93.395134
750692,5.53572
750693,183.21326
750694,49.41351
750695,213.99438
750696,206.68239
750697,39.5831
750698,166.8273
750699,156.01572
750700,132.54268
750701,26.201187
750702,67.27298
750703,148.39755
750704,51.05592
750705,119.597595
750706,150.91449
750707,143.87518
750708,229.35162
750709,178.92581
750710,122.18297
750711,59.51454
750712,105.06523
750713,53.789825
750714,61.732445
750715,49.972366
750716,19.657486
750717,123.57883
750718,158.65768
750719,124.95625
750720,188.43439
750721,68.16153
750722,23.42246
750723,66.39882
750724,95.29865
750725,13.604921
750726,140.31412
750727,233.93088
750728,75.31002
750729,177.90536
750730,11.973055
750731,213.67984
750732,1.4334011
750733,162.8749
750734,48.779694
750735,23.811943
750736,87.7845
750737,6.903414
750738,84.721954
750739,111.54885
750740,66.410385
750741,93.74931
750742,13.908707
750743,168.55708
750744,19.077658
750745,23.930676
750746,67.89334
750747,104.72514
750748,76.18569
750749,40.522007
750750,128.03171
750751,44.74209
750752,48.472626
750753,97.13179
750754,184.18102
750755,68.70369
750756,49.88642
750757,81.54756
750758,8.65781
750759,86.95033
750760,121.1039
750761,25.261553
750762,62.98601
750763,20.90678
750764,154.6114
750765,31.189968
750766,169.4655
750767,60.90895
750768,163.85568
750769,14.356443
750770,27.292292
750771,193.09702
750772,132.75217
750773,70.90459
750774,13.182552
750775,79.884415
750776,75.62221
750777,115.63208
750778,130.36453
750779,6.2055526
750780,189.19289
750781,16.509453
750782,51.34551
750783,69.483086
750784,198.68039
750785,51.013195
750786,33.768677
750787,185.52242
750788,82.72553
750789,42.85492
750790,92.19654
750791,66.31177
750792,190.19292
750793,111.10477
750794,77.35889
750795,173.10054
750796,145.57043
750797,58.923206
750798,53.32621
750799,26.361336
750800,114.64981
750801,8.738468
750802,1.9126561
750803,13.327667
750804,28.272333
750805,82.04405
750806,112.934525
750807,24.272867
750808,264.36844
750809,28.532963
750810,87.26822
750811,79.361145
750812,78.44169
750813,105.325806
750814,127.08275
750815,24.702497
750816,7.433902
750817,94.504684
750818,12.088417
750819,169.11453
750820,112.69019
750821,97.987976
750822,26.04348
750823,61.226364
750824,67.35704
750825,44.071117
750826,87.45129
750827,30.901073
750828,96.769394
750829,27.555588
750830,98.881195
750831,78.137085
750832,28.556774
750833,25.220442
750834,78.9111
750835,143.7208
750836,194.72736
750837,6.713354
750838,141.97868
750839,100.43862
750840,53.229492
750841,73.26372
750842,11.955141
750843,68.5457
750844,31.150335
750845,75.179085
750846,159.06694
750847,136.83441
750848,11.757906
750849,157.37608
750850,37.53988
750851,141.33829
750852,49.157475
750853,121.68526
750854,42.26836
750855,36.286247
750856,176.62445
750857,21.070961
750858,53.888702
750859,98.30716
750860,146.27048
750861,168.25002
750862,120.905945
750863,158.64764
750864,164.88095
750865,34.679626
750866,146.13643
750867,50.378494
750868,146.75153
750869,98.96481
750870,90.267876
750871,128.6976
750872,91.214195
750873,207.1532
750874,93.97087
750875,166.52031
750876,52.10742
750877,112.53398
750878,127.80653
750879,16.6765
750880,47.37703
750881,100.53122
750882,22.07841
750883,12.026569
750884,34.15193
750885,215.51921
750886,166.6885
750887,129.6886
750888,151.48364
750889,57.531597
750890,10.701046
750891,109.57068
750892,31.571167
750893,52.205658
750894,152.70372
750895,79.40362
750896,149.04138
750897,9.162877
750898,33.22458
750899,11.883275
750900,211.58488
750901,105.00221
750902,185.67862
750903,156.34262
750904,110.667694
750905,127.41091
750906,11.608899
750907,21.593836
750908,172.25082
750909,8.328099
750910,174.89311
750911,75.77994
750912,3.6250927
750913,102.549126
750914,190.53375
750915,147.52756
750916,45.454617
750917,149.40533
750918,3.9028633
750919,144.68282
750920,163.67033
750921,51.289886
750922,118.70409
750923,82.26198
750924,81.25295
750925,18.76419
750926,157.46652
750927,179.33456
750928,8.160583
750929,30.892063
750930,33.519485
750931,135.594
750932,137.83517
750933,11.835918
750934,208.34833
750935,7.2634172
750936,63.94428
750937,23.768423
750938,104.11499
750939,13.384526
750940,18.322063
750941,28.544899
750942,122.37576
750943,12.661547
750944,32.83713
750945,9.723888
750946,42.889755
750947,261.9173
750948,14.684716
750949,39.24317
750950,72.00607
750951,197.20108
750952,19.969662
750953,44.842735
750954,49.75456
750955,123.33122
750956,122.02356
750957,70.93131
750958,6.94521
750959,87.65898
750960,127.52315
750961,5.8133645
750962,51.178703
750963,165.4223
750964,187.7898
750965,84.0121
750966,134.59741
750967,86.25034
750968,56.407547
750969,167.5391
750970,126.26983
750971,59.59807
750972,9.365265
750973,146.09686
750974,159.67953
750975,19.704329
750976,162.05673
750977,2.4728959
750978,204.09447
750979,80.35413
750980,71.26358
750981,32.659615
750982,10.018784
750983,79.58177
750984,129.275
750985,61.97493
750986,177.09042
750987,136.3591
750988,94.37601
750989,108.82602
750990,150.92776
750991,11.246437
750992,136.09476
750993,57.32603
750994,63.55574
750995,16.03349
750996,15.274921
750997,18.080765
750998,157.64114
750999,59.742287
751000,22.701908
751001,93.92436
751002,172.08157
751003,106.952065
751004,95.980255
751005,127.71415
751006,159.79068
751007,146.99815
751008,170.67642
751009,242.66385
751010,4.999323
751011,70.4232
751012,18.927992
751013,48.108063
751014,41.71245
751015,70.167336
751016,90.05492
751017,57.543846
751018,153.80023
751019,48.566124
751020,80.7914
751021,115.75816
751022,27.409414
751023,64.186554
751024,116.514145
751025,110.75244
751026,73.47331
751027,56.722977
751028,113.93945
751029,109.734604
751030,88.356384
751031,91.470245
751032,12.475957
751033,76.73277
751034,152.67416
751035,8.566491
751036,134.34332
751037,77.564865
751038,19.031832
751039,24.83895
751040,161.57425
751041,176.19295
751042,25.479223
751043,177.21338
751044,145.95738
751045,215.2409
751046,43.241203
751047,85.79341
751048,113.434814
751049,84.80124
751050,185.98727
751051,217.49591
751052,96.12565
751053,143.99321
751054,23.65031
751055,164.82138
751056,164.71313
751057,42.328926
751058,72.5701
751059,38.200466
751060,55.24707
751061,12.286431
751062,58.329464
751063,81.19472
751064,71.84137
751065,103.72636
751066,103.80874
751067,264.35526
751068,116.64431
751069,8.801523
751070,136.71729
751071,211.98169
751072,45.144524
751073,29.972202
751074,24.030201
751075,14.911502
751076,84.122406
751077,77.29864
751078,46.73284
751079,6.2779927
751080,26.642962
751081,111.97818
751082,54.684914
751083,123.33884
751084,28.549278
751085,26.239466
751086,44.943253
751087,15.091185
751088,235.35168
751089,37.623627
751090,172.41339
751091,16.585857
751092,166.32867
751093,10.910619
751094,45.081577
751095,110.04231
751096,47.32477
751097,29.397968
751098,140.33487
751099,141.22092
751100,160.66954
751101,42.03887
751102,114.11353
751103,24.794544
751104,166.51622
751105,228.40384
751106,32.319016
751107,186.65535
751108,102.72591
751109,31.418865
751110,37.523464
751111,13.924184
751112,197.98486
751113,65.54816
751114,192.97531
751115,88.90364
751116,70.97847
751117,72.34166
751118,157.53024
751119,219.51218
751120,51.793167
751121,50.65163
751122,109.87893
751123,173.80879
751124,34.088917
751125,10.5174265
751126,86.06648
751127,14.379289
751128,37.86196
751129,31.280851
751130,64.4084
751131,6.6059217
751132,90.03247
751133,106.754456
751134,63.08152
751135,193.58517
751136,128.94218
751137,53.414707
751138,156.80823
751139,47.930927
751140,139.17082
751141,124.47853
751142,128.93158
751143,6.3514857
751144,132.89484
751145,107.179306
751146,91.15925
751147,99.42108
751148,49.075615
751149,90.27725
751150,264.3876
751151,35.303493
751152,133.7467
751153,18.207516
751154,27.33517
751155,62.754467
751156,95.2612
751157,107.05324
751158,138.84296
751159,24.603868
751160,32.17987
751161,195.58076
751162,85.132935
751163,53.57145
751164,149.94354
751165,174.47778
751166,58.001335
751167,7.021981
751168,164.48184
751169,34.29184
751170,67.956955
751171,236.94984
751172,35.771347
751173,196.04684
751174,76.088585
751175,126.43063
751176,26.397957
751177,145.38234
751178,69.7337
751179,197.1761
751180,79.41169
751181,12.554964
751182,53.246338
751183,213.1156
751184,57.434067
751185,67.21481
751186,179.96082
751187,192.88507
751188,4.0751143
751189,109.83568
751190,127.72289
751191,7.421015
751192,188.58203
751193,20.179424
751194,167.26889
751195,3.6975925
751196,56.43289
751197,99.81882
751198,114.97351
751199,237.90916
751200,10.458176
751201,40.231983
751202,172.30519
751203,39.27376
751204,27.381866
751205,36.1197
751206,151.14384
751207,150.01285
751208,201.5604
751209,6.621252
751210,119.304306
751211,133.24724
751212,5.6246533
751213,82.288605
751214,44.16686
751215,166.1416
751216,23.000952
751217,14.060545
751218,108.44113
751219,108.50607
751220,187.5152
751221,189.5762
751222,48.17196
751223,75.50192
751224,183.54643
751225,14.431047
751226,172.35269
751227,84.36497
751228,29.423546
751229,130.84639
751230,130.98758
751231,71.3721
751232,15.874104
751233,10.8538065
751234,48.76633
751235,13.873624
751236,7.2237787
751237,9.794985
751238,93.817116
751239,15.782088
751240,54.93573
751241,8.142952
751242,27.031029
751243,69.5997
751244,79.23361
751245,91.74864
751246,112.07536
751247,45.549675
751248,27.808407
751249,75.361465
751250,78.840614
751251,19.663471
751252,142.17746
751253,99.797195
751254,15.707395
751255,63.22151
751256,194.36838
751257,44.96075
751258,54.03877
751259,67.11212
751260,191.69919
751261,97.73555
751262,27.37254
751263,11.771518
751264,18.220129
751265,171.21071
751266,19.260674
751267,106.87877
751268,80.59595
751269,15.610757
751270,52.733345
751271,71.51352
751272,147.7926
751273,66.2874
751274,132.83807
751275,33.084545
751276,52.47485
751277,53.544304
751278,64.80882
751279,19.733313
751280,21.673412
751281,40.413567
751282,49.237488
751283,86.36445
751284,3.6259472
751285,54.587357
751286,60.789173
751287,52.855713
751288,64.8428
751289,102.37273
751290,41.401604
751291,35.289474
751292,97.37874
751293,68.09181
751294,74.09879
751295,35.943398
751296,166.00325
751297,29.698065
751298,150.07285
751299,192.0205
751300,2.9931338
751301,35.88483
751302,35.02021
751303,147.58328
751304,37.717163
751305,109.65737
751306,14.890099
751307,190.28586
751308,183.87936
751309,16.374456
751310,66.30022
751311,133.32712
751312,39.906048
751313,84.9475
751314,65.32356
751315,87.85445
751316,68.881
751317,184.67229
751318,92.51523
751319,143.46268
751320,185.11394
751321,63.90827
751322,74.571655
751323,124.499725
751324,147.01138
751325,186.96622
751326,26.279818
751327,34.896584
751328,204.43024
751329,42.4399
751330,157.2253
751331,37.30745
751332,83.47662
751333,98.704926
751334,10.572181
751335,48.776306
751336,164.91743
751337,6.9269733
751338,168.2233
751339,82.652336
751340,117.0278
751341,42.06791
751342,53.933796
751343,97.242294
751344,63.843143
751345,42.433994
751346,105.356865
751347,168.03352
751348,6.1391068
751349,107.74538
751350,91.79985
751351,3.7974064
751352,164.4137
751353,11.724383
751354,154.36589
751355,113.15941
751356,60.373993
751357,79.75876
751358,235.45036
751359,58.958286
751360,149.2832
751361,63.297375
751362,49.879215
751363,12.342641
751364,82.7287
751365,111.67986
751366,54.82183
751367,147.9495
751368,89.47748
751369,133.34479
751370,88.17653
751371,38.53942
751372,150.70154
751373,153.89839
751374,54.304047
751375,31.38083
751376,99.02553
751377,74.462616
751378,125.47199
751379,192.71266
751380,123.62546
751381,16.838837
751382,14.1874695
751383,158.40497
751384,116.86049
751385,60.991814
751386,28.829615
751387,18.35992
751388,89.11702
751389,166.02974
751390,134.58334
751391,225.02075
751392,25.2362
751393,16.845743
751394,46.99609
751395,166.69
751396,105.950745
751397,117.92591
751398,204.59308
751399,170.44446
751400,10.860432
751401,10.434503
751402,130.03883
751403,94.905685
751404,126.10332
751405,78.31619
751406,97.233154
751407,43.9403
751408,90.31743
751409,23.089659
751410,197.49811
751411,85.338196
751412,102.18239
751413,10.305559
751414,163.5869
751415,40.806824
751416,24.811974
751417,26.894575
751418,47.36774
751419,186.53296
751420,62.305283
751421,166.99193
751422,142.37808
751423,199.20459
751424,77.40983
751425,91.24879
751426,31.154688
751427,195.7463
751428,37.542812
751429,124.402374
751430,1.6446158
751431,149.29703
751432,60.17119
751433,132.90959
751434,126.98707
751435,54.784393
751436,205.15971
751437,12.271201
751438,93.13905
751439,57.879646
751440,22.011772
751441,146.01538
751442,29.57191
751443,12.218033
751444,45.46295
751445,132.57419
751446,109.22276
751447,86.43886
751448,12.683551
751449,40.054234
751450,104.73692
751451,51.23964
751452,47.298622
751453,6.647119
751454,121.42226
751455,50.80218
751456,119.83099
751457,105.85204
751458,3.0256426
751459,148.87964
751460,111.61796
751461,14.231953
751462,27.005768
751463,138.76208
751464,54.79995
751465,84.54579
751466,98.370605
751467,24.702133
751468,173.39879
751469,28.615227
751470,19.457441
751471,147.35725
751472,77.23799
751473,111.425735
751474,18.458416
751475,75.63269
751476,114.50919
751477,38.89465
751478,66.58469
751479,139.21437
751480,85.369225
751481,75.76163
751482,80.10784
751483,38.90962
751484,35.55395
751485,89.04532
751486,11.267166
751487,233.40245
751488,51.06517
751489,188.1804
751490,12.148787
751491,154.88586
751492,105.088905
751493,103.94437
751494,103.26581
751495,103.03622
751496,163.24242
751497,66.815125
751498,204.84134
751499,203.00287
751500,179.62184
751501,56.74642
751502,9.6562605
751503,177.44621
751504,19.573158
751505,158.54312
751506,125.55004
751507,24.70174
751508,135.73343
751509,38.17114
751510,121.63368
751511,87.315735
751512,84.69562
751513,168.50398
751514,170.51816
751515,40.617153
751516,26.34541
751517,22.129795
751518,97.778885
751519,45.03733
751520,82.14485
751521,29.697338
751522,96.503815
751523,38.967747
751524,107.10117
751525,185.88464
751526,22.618668
751527,102.10596
751528,11.662381
751529,82.17846
751530,121.97136
751531,63.612923
751532,8.227385
751533,65.987076
751534,41.924633
751535,74.095406
751536,6.9734073
751537,19.098167
751538,134.92197
751539,22.822308
751540,225.52625
751541,36.80421
751542,168.76132
751543,193.49606
751544,90.19704
751545,97.35721
751546,45.806618
751547,26.584671
751548,2.910382
751549,209.79343
751550,7.9919596
751551,71.510345
751552,122.40575
751553,66.22679
751554,52.85681
751555,49.994053
751556,6.621567
751557,26.64293
751558,51.45865
751559,54.489964
751560,195.16147
751561,143.2174
751562,60.244495
751563,194.75609
751564,46.76024
751565,25.342997
751566,154.02448
751567,23.490078
751568,174.74501
751569,24.18655
751570,15.909381
751571,121.49468
751572,24.400333
751573,149.6048
751574,93.85112
751575,70.87369
751576,60.28678
751577,73.38294
751578,40.222763
751579,87.93297
751580,22.128204
751581,13.063538
751582,134.46803
751583,47.494072
751584,142.91061
751585,92.17932
751586,13.144764
751587,61.662827
751588,20.805624
751589,164.08171
751590,67.12711
751591,49.80576
751592,256.00244
751593,23.17536
751594,134.5463
751595,50.13195
751596,89.979416
751597,68.65867
751598,91.1079
751599,127.338684
751600,133.70609
751601,91.344
751602,15.381987
751603,21.343578
751604,84.47374
751605,192.4106
751606,94.69052
751607,127.80873
751608,189.39262
751609,69.73906
751610,64.664314
751611,7.585544
751612,76.05143
751613,184.10034
751614,40.749634
751615,29.126144
751616,170.22003
751617,105.229034
751618,20.424301
751619,105.4467
751620,107.07076
751621,19.624718
751622,49.341652
751623,92.859634
751624,3.924359
751625,48.746925
751626,7.434767
751627,128.54947
751628,47.214306
751629,94.599106
751630,69.23653
751631,231.69434
751632,75.35767
751633,208.36252
751634,198.99654
751635,241.39206
751636,26.27583
751637,114.3954
751638,98.11389
751639,59.94043
751640,148.65242
751641,77.976685
751642,107.189255
751643,138.85214
751644,9.076719
751645,9.707817
751646,45.458412
751647,153.7277
751648,181.25253
751649,29.869493
751650,73.1269
751651,85.229546
751652,8.158262
751653,31.153723
751654,92.031555
751655,111.94142
751656,12.912703
751657,110.886024
751658,75.418365
751659,6.9815392
751660,37.7658
751661,164.92577
751662,164.49487
751663,140.77548
751664,6.5048375
751665,206.08582
751666,97.62938
751667,167.62286
751668,102.15408
751669,193.10248
751670,102.08456
751671,120.6809
751672,53.06723
751673,169.37238
751674,107.97373
751675,180.68362
751676,107.31231
751677,135.45369
751678,11.222637
751679,12.036753
751680,94.04172
751681,28.417465
751682,25.199314
751683,103.7088
751684,141.1565
751685,11.300566
751686,26.534618
751687,112.63519
751688,232.97794
751689,217.51102
751690,117.58703
751691,78.591675
751692,22.177143
751693,45.171562
751694,118.88543
751695,151.34921
751696,72.04161
751697,126.96089
751698,78.65572
751699,16.7428
751700,174.06644
751701,65.1228
751702,145.16374
751703,153.41473
751704,153.30533
751705,46.555977
751706,54.469795
751707,34.231262
751708,96.89033
751709,48.066246
751710,181.67876
751711,27.207474
751712,168.58188
751713,149.15727
751714,61.294876
751715,67.64139
751716,16.725132
751717,209.94669
751718,164.8943
751719,160.03084
751720,91.44513
751721,122.636444
751722,116.61175
751723,91.69754
751724,153.23209
751725,131.41214
751726,52.773117
751727,148.07513
751728,58.59836
751729,36.12288
751730,4.7781897
751731,106.829895
751732,79.11063
751733,41.541847
751734,199.91466
751735,84.88098
751736,167.53757
751737,47.15176
751738,9.388735
751739,197.2858
751740,213.50574
751741,67.632774
751742,59.15496
