id,loan_status
59286,0.13462062
59287,0.06806359
59288,0.9881506
59289,0.01241344
59290,0.06171714
59291,0.031142116
59292,0.0040836595
59293,0.042372666
59294,0.96616817
59295,0.10695222
59296,0.009007603
59297,0.014535592
59298,0.024158387
59299,0.021176137
59300,0.071407385
59301,0.012090398
59302,0.017970249
59303,0.033712577
59304,0.01760768
59305,0.13962777
59306,0.016135862
59307,0.012926976
59308,0.04598185
59309,0.007581523
59310,0.004686916
59311,0.05162243
59312,0.052332498
59313,0.9528289
59314,0.08303598
59315,0.011901512
59316,0.56660104
59317,0.14286503
59318,0.029393276
59319,0.1281556
59320,0.03367292
59321,0.060300507
59322,0.08861566
59323,0.059467465
59324,0.9036323
59325,0.13767141
59326,0.053887207
59327,0.08183138
59328,0.01402671
59329,0.062303286
59330,0.089982174
59331,0.01047251
59332,0.02250046
59333,0.0069357897
59334,0.023804815
59335,0.04262493
59336,0.0448467
59337,0.011355385
59338,0.060905803
59339,0.1439362
59340,0.18279958
59341,0.047757596
59342,0.020725187
59343,0.0039467243
59344,0.0832461
59345,0.0073608663
59346,0.013884844
59347,0.10601918
59348,0.004625565
59349,0.044739697
59350,0.021143895
59351,0.028219974
59352,0.0792773
59353,0.872284
59354,0.9218391
59355,0.012576579
59356,0.005806393
59357,0.009557188
59358,0.045332097
59359,0.035005186
59360,0.973078
59361,0.013183813
59362,0.27404064
59363,0.0124995485
59364,0.020138722
59365,0.0067539755
59366,0.02033376
59367,0.05138775
59368,0.96265775
59369,0.0586996
59370,0.0075224233
59371,0.047504626
59372,0.09076811
59373,0.05581241
59374,0.0062905373
59375,0.9945579
59376,0.81827515
59377,0.02935057
59378,0.13217989
59379,0.044641625
59380,0.05584147
59381,0.019896083
59382,0.05027701
59383,0.9785916
59384,0.025304176
59385,0.016021382
59386,0.07892419
59387,0.9717567
59388,0.17358652
59389,0.16235647
59390,0.04845249
59391,0.03386044
59392,0.057030626
59393,0.9615952
59394,0.8981357
59395,0.026718743
59396,0.045268957
59397,0.018321164
59398,0.0077374526
59399,0.01545885
59400,0.055480648
59401,0.020897646
59402,0.088214435
59403,0.044883825
59404,0.056558732
59405,0.006033577
59406,0.008411216
59407,0.0061520473
59408,0.08918406
59409,0.03623168
59410,0.014657338
59411,0.021977188
59412,0.011761531
59413,0.003634056
59414,0.03975398
59415,0.034891706
59416,0.020066904
59417,0.01227338
59418,0.0058930097
59419,0.0036924828
59420,0.09471715
59421,0.14983414
59422,0.07124622
59423,0.11383413
59424,0.95827174
59425,0.11557739
59426,0.006739411
59427,0.0131205795
59428,0.093522824
59429,0.006242309
59430,0.011243336
59431,0.017449327
59432,0.0064666444
59433,0.14866132
59434,0.0050784657
59435,0.0039867284
59436,0.012129691
59437,0.023188055
59438,0.087617345
59439,0.100496575
59440,0.008188534
59441,0.025108738
59442,0.011418161
59443,0.026036015
59444,0.09045748
59445,0.035863817
59446,0.053726688
59447,0.02427675
59448,0.010076745
59449,0.01732837
59450,0.071268566
59451,0.93790525
59452,0.029127669
59453,0.027456872
59454,0.07136563
59455,0.064734384
59456,0.047898147
59457,0.94558597
59458,0.05248684
59459,0.07623762
59460,0.060103253
59461,0.006875512
59462,0.9249033
59463,0.0094516175
59464,0.23884392
59465,0.08536939
59466,0.05004505
59467,0.01350767
59468,0.0040316335
59469,0.030750362
59470,0.007419922
59471,0.011727063
59472,0.13178486
59473,0.023811864
59474,0.03078487
59475,0.06058092
59476,0.018643068
59477,0.01441552
59478,0.008631148
59479,0.033138357
59480,0.02023794
59481,0.07316039
59482,0.9853852
59483,0.018157125
59484,0.008356841
59485,0.028158128
59486,0.26604617
59487,0.015303638
59488,0.03552134
59489,0.014071531
59490,0.028530588
59491,0.9761343
59492,0.0242944
59493,0.03270902
59494,0.00546629
59495,0.81092554
59496,0.020306952
59497,0.9877131
59498,0.03169546
59499,0.025292402
59500,0.9715254
59501,0.023188358
59502,0.9470583
59503,0.12081051
59504,0.008063955
59505,0.059093453
59506,0.0077543412
59507,0.0050085923
59508,0.019159978
59509,0.009077082
59510,0.14436091
59511,0.011907496
59512,0.015462333
59513,0.08617772
59514,0.011259325
59515,0.036233034
59516,0.037140418
59517,0.23322566
59518,0.009425363
59519,0.0056040096
59520,0.02577816
59521,0.059735
59522,0.091558
59523,0.029467601
59524,0.007970391
59525,0.12694156
59526,0.17818616
59527,0.011681427
59528,0.04201112
59529,0.033267092
59530,0.9476014
59531,0.01130687
59532,0.002086143
59533,0.05354169
59534,0.022675661
59535,0.01760011
59536,0.048192613
59537,0.055005375
59538,0.17779286
59539,0.011562732
59540,0.08356244
59541,0.012492381
59542,0.055170346
59543,0.020387096
59544,0.030471947
59545,0.04055663
59546,0.023405753
59547,0.0360757
59548,0.00546146
59549,0.023865102
59550,0.014161977
59551,0.021405442
59552,0.015459707
59553,0.017752388
59554,0.9511796
59555,0.045678064
59556,0.006820113
59557,0.013013812
59558,0.03765241
59559,0.021095803
59560,0.009596777
59561,0.009784833
59562,0.11908069
59563,0.0167684
59564,0.25359386
59565,0.013991451
59566,0.065761924
59567,0.010942885
59568,0.014744379
59569,0.009723263
59570,0.14297767
59571,0.07836399
59572,0.011935378
59573,0.05823146
59574,0.94012284
59575,0.015034422
59576,0.009406531
59577,0.024830025
59578,0.054735772
59579,0.004621347
59580,0.006880499
59581,0.012101691
59582,0.01409363
59583,0.011722554
59584,0.004226423
59585,0.019372402
59586,0.019041043
59587,0.012160544
59588,0.41729972
59589,0.16262867
59590,0.0048222397
59591,0.081850745
59592,0.037041377
59593,0.0063962983
59594,0.05623632
59595,0.008969957
59596,0.1301265
59597,0.97110116
59598,0.059559908
59599,0.04828979
59600,0.8880004
59601,0.011429173
59602,0.090789326
59603,0.01315943
59604,0.045340493
59605,0.008793881
59606,0.07795061
59607,0.04555973
59608,0.035967957
59609,0.047119167
59610,0.9574854
59611,0.0044458695
59612,0.95426375
59613,0.031832308
59614,0.08682412
59615,0.07106253
59616,0.047800507
59617,0.07245779
59618,0.082351476
59619,0.0053528314
59620,0.057205517
59621,0.008897459
59622,0.01306016
59623,0.110512055
59624,0.069706984
59625,0.018244736
59626,0.05607071
59627,0.0717413
59628,0.022106856
59629,0.018667374
59630,0.079017
59631,0.009935311
59632,0.028822314
59633,0.012779308
59634,0.019838968
59635,0.03916189
59636,0.09152218
59637,0.07979815
59638,0.97852004
59639,0.017136643
59640,0.00865559
59641,0.010635774
59642,0.010467086
59643,0.066853516
59644,0.04536144
59645,0.15423848
59646,0.0155340405
59647,0.9842202
59648,0.0070525534
59649,0.02163968
59650,0.0043025794
59651,0.0024472845
59652,0.030277789
59653,0.012767786
59654,0.015740287
59655,0.01487354
59656,0.32342535
59657,0.9568834
59658,0.0040053595
59659,0.06390273
59660,0.071133114
59661,0.104105696
59662,0.8821308
59663,0.11330004
59664,0.055139087
59665,0.065700606
59666,0.033199094
59667,0.020032167
59668,0.016957397
59669,0.017355869
59670,0.04727474
59671,0.007472669
59672,0.009963217
59673,0.014019893
59674,0.24547292
59675,0.0038685843
59676,0.06762052
59677,0.96280247
59678,0.012596876
59679,0.06438178
59680,0.0046135755
59681,0.04541518
59682,0.040808443
59683,0.0048588286
59684,0.070565894
59685,0.030060042
59686,0.23522417
59687,0.02139432
59688,0.08491851
59689,0.038709078
59690,0.016537938
59691,0.0046299114
59692,0.07769371
59693,0.032558948
59694,0.021315308
59695,0.0203448
59696,0.8843333
59697,0.010785544
59698,0.099692844
59699,0.021313831
59700,0.095741816
59701,0.0061500594
59702,0.012564824
59703,0.046744972
59704,0.00879623
59705,0.07259806
59706,0.029841824
59707,0.016076032
59708,0.016972544
59709,0.04072189
59710,0.038849477
59711,0.13547483
59712,0.029714808
59713,0.01692179
59714,0.9045857
59715,0.877466
59716,0.040912468
59717,0.012755183
59718,0.04172388
59719,0.7853664
59720,0.0378833
59721,0.8841791
59722,0.012031908
59723,0.026912117
59724,0.09740146
59725,0.030859178
59726,0.008230153
59727,0.12572104
59728,0.0042243744
59729,0.018096136
59730,0.116194844
59731,0.050023563
59732,0.010493645
59733,0.029582338
59734,0.022842186
59735,0.01279751
59736,0.117692046
59737,0.005236047
59738,0.106169574
59739,0.037366748
59740,0.013749761
59741,0.004883561
59742,0.14220318
59743,0.03608619
59744,0.11194203
59745,0.02162431
59746,0.018554708
59747,0.996311
59748,0.011191378
59749,0.063210666
59750,0.090492584
59751,0.006920017
59752,0.012483631
59753,0.006735818
59754,0.009797565
59755,0.10350059
59756,0.05183667
59757,0.010214641
59758,0.046741806
59759,0.011638126
59760,0.016708942
59761,0.03133324
59762,0.62765175
59763,0.0048648566
59764,0.028438788
59765,0.009920529
59766,0.1332909
59767,0.04425053
59768,0.010485722
59769,0.06821161
59770,0.10933235
59771,0.010801796
59772,0.01332667
59773,0.009426435
59774,0.05884552
59775,0.09498161
59776,0.11307601
59777,0.15756261
59778,0.0059959143
59779,0.088308446
59780,0.0047383476
59781,0.035694543
59782,0.032008093
59783,0.029335855
59784,0.039049014
59785,0.01363343
59786,0.12903342
59787,0.17095526
59788,0.021361126
59789,0.06294146
59790,0.038064517
59791,0.0032755907
59792,0.015180949
59793,0.030182026
59794,0.96467304
59795,0.95406353
59796,0.013365575
59797,0.013497972
59798,0.009015259
59799,0.010699046
59800,0.047600735
59801,0.0136359045
59802,0.05387031
59803,0.10376355
59804,0.053837087
59805,0.0043684673
59806,0.018207824
59807,0.0049868505
59808,0.0045552035
59809,0.06177122
59810,0.008435183
59811,0.009927852
59812,0.01817969
59813,0.010067812
59814,0.0056714034
59815,0.22727762
59816,0.27162814
59817,0.01031934
59818,0.12088656
59819,0.08250074
59820,0.07247101
59821,0.051302228
59822,0.017401405
59823,0.08094512
59824,0.017259002
59825,0.007020679
59826,0.068998314
59827,0.18076172
59828,0.13454963
59829,0.048079927
59830,0.025939183
59831,0.010411649
59832,0.020310244
59833,0.08598303
59834,0.015659612
59835,0.012650583
59836,0.028183997
59837,0.048121057
59838,0.08987333
59839,0.12399949
59840,0.10449553
59841,0.9764439
59842,0.01215524
59843,0.024123821
59844,0.017490176
59845,0.059837673
59846,0.007877254
59847,0.0071284147
59848,0.029723044
59849,0.0042717317
59850,0.97220355
59851,0.0036613264
59852,0.030096188
59853,0.01987147
59854,0.00878343
59855,0.015578039
59856,0.0058655837
59857,0.14289151
59858,0.9151546
59859,0.040869877
59860,0.9417374
59861,0.0069253244
59862,0.017218594
59863,0.007062578
59864,0.016389152
59865,0.02783366
59866,0.029639322
59867,0.058797028
59868,0.04371769
59869,0.032113947
59870,0.0054080407
59871,0.012364594
59872,0.028118849
59873,0.010345796
59874,0.042808514
59875,0.03602576
59876,0.013483344
59877,0.106433
59878,0.9760509
59879,0.022759581
59880,0.90390646
59881,0.00407487
59882,0.094690576
59883,0.053463817
59884,0.04436327
59885,0.054751147
59886,0.034554977
59887,0.9226946
59888,0.013819564
59889,0.015187759
59890,0.012799235
59891,0.62329155
59892,0.009205477
59893,0.04194217
59894,0.04788918
59895,0.10829203
59896,0.0102453865
59897,0.019988896
59898,0.0646095
59899,0.05656606
59900,0.015543714
59901,0.85645103
59902,0.050323386
59903,0.035438105
59904,0.046979338
59905,0.028128171
59906,0.09461367
59907,0.019104118
59908,0.01700981
59909,0.027654456
59910,0.12369843
59911,0.028176775
59912,0.04021791
59913,0.003603048
59914,0.028166814
59915,0.039238855
59916,0.0058163046
59917,0.004455436
59918,0.012943445
59919,0.0358343
59920,0.030128963
59921,0.07229875
59922,0.023892932
59923,0.060540535
59924,0.005283075
59925,0.9583988
59926,0.010408485
59927,0.051523525
59928,0.006590555
59929,0.012586769
59930,0.019522114
59931,0.009144809
59932,0.03001755
59933,0.020454077
59934,0.00863114
59935,0.009719205
59936,0.031424902
59937,0.13244401
59938,0.06550589
59939,0.17255244
59940,0.14991972
59941,0.0033736352
59942,0.008163207
59943,0.039384462
59944,0.030529223
59945,0.03762716
59946,0.07319517
59947,0.00929544
59948,0.0311146
59949,0.98506397
59950,0.025473978
59951,0.046297994
59952,0.008387101
59953,0.04450086
59954,0.038716715
59955,0.003932761
59956,0.015991399
59957,0.08995947
59958,0.028991146
59959,0.01866793
59960,0.0049254005
59961,0.042850323
59962,0.100683086
59963,0.014882675
59964,0.0041326648
59965,0.010565339
59966,0.90114266
59967,0.073360264
59968,0.01575421
59969,0.026072223
59970,0.15384787
59971,0.97532743
59972,0.855971
59973,0.079453535
59974,0.016521659
59975,0.052407276
59976,0.012087436
59977,0.1059673
59978,0.07794021
59979,0.007968189
59980,0.96970236
59981,0.040190607
59982,0.9878769
59983,0.08791268
59984,0.0260656
59985,0.05147687
59986,0.021910045
59987,0.023581984
59988,0.157559
59989,0.03168229
59990,0.060531314
59991,0.16296317
59992,0.021176737
59993,0.01256341
59994,0.020153392
59995,0.97202027
59996,0.018398665
59997,0.19301915
59998,0.03361718
59999,0.011224724
60000,0.020144532
60001,0.012152504
60002,0.0534681
60003,0.012944864
60004,0.0073056063
60005,0.020384226
60006,0.09329386
60007,0.0200353
60008,0.00869013
60009,0.01908598
60010,0.023298765
60011,0.011894616
60012,0.41565633
60013,0.0072212103
60014,0.02979808
60015,0.020977013
60016,0.2734408
60017,0.070925504
60018,0.04548044
60019,0.9388454
60020,0.064613745
60021,0.009156138
60022,0.04996452
60023,0.11613326
60024,0.9668091
60025,0.033475712
60026,0.63230133
60027,0.62089545
60028,0.016137678
60029,0.97369725
60030,0.20263384
60031,0.15842573
60032,0.10325352
60033,0.0111636035
60034,0.011814133
60035,0.04100358
60036,0.0040848153
60037,0.0065909354
60038,0.028575623
60039,0.010936718
60040,0.04811368
60041,0.054275557
60042,0.026130738
60043,0.0066979947
60044,0.052601345
60045,0.017835628
60046,0.11930566
60047,0.027284347
60048,0.0041688704
60049,0.03218489
60050,0.046210386
60051,0.9882848
60052,0.029133556
60053,0.015855605
60054,0.023531444
60055,0.033682354
60056,0.05190356
60057,0.08323077
60058,0.11057706
60059,0.018164724
60060,0.47279793
60061,0.006875805
60062,0.088718675
60063,0.036001142
60064,0.011603983
60065,0.0076283836
60066,0.09767437
60067,0.10215604
60068,0.010812882
60069,0.01356839
60070,0.033287756
60071,0.009932681
60072,0.14753248
60073,0.0070403153
60074,0.025134142
60075,0.086083606
60076,0.055373594
60077,0.09645601
60078,0.021740254
60079,0.010187429
60080,0.021200806
60081,0.077455655
60082,0.04887295
60083,0.084299386
60084,0.0736121
60085,0.032257885
60086,0.06627943
60087,0.015819741
60088,0.017546156
60089,0.015935775
60090,0.04605894
60091,0.96834105
60092,0.009615823
60093,0.056755222
60094,0.009540163
60095,0.026145985
60096,0.003457295
60097,0.0021090836
60098,0.055411287
60099,0.01703183
60100,0.0049109994
60101,0.05000315
60102,0.017017465
60103,0.0062532634
60104,0.017429946
60105,0.045590166
60106,0.0038514845
60107,0.0070903064
60108,0.011888099
60109,0.107436836
60110,0.059698746
60111,0.0062319683
60112,0.07741609
60113,0.0093106115
60114,0.08132229
60115,0.03627654
60116,0.9740778
60117,0.02548738
60118,0.08782149
60119,0.015188357
60120,0.007574914
60121,0.027797325
60122,0.036490463
60123,0.04877822
60124,0.015996622
60125,0.0524125
60126,0.023986863
60127,0.048539035
60128,0.0069653816
60129,0.004347954
60130,0.021298982
60131,0.81912243
60132,0.96162635
60133,0.033353835
60134,0.01782054
60135,0.01787137
60136,0.0115217995
60137,0.010509988
60138,0.0809777
60139,0.13456228
60140,0.3229066
60141,0.005236447
60142,0.008888914
60143,0.9840535
60144,0.16032629
60145,0.015860502
60146,0.21538024
60147,0.023812225
60148,0.0043448624
60149,0.006374162
60150,0.024127945
60151,0.9344187
60152,0.037405856
60153,0.026251957
60154,0.09172258
60155,0.012728574
60156,0.013379574
60157,0.36995393
60158,0.009815095
60159,0.013572559
60160,0.00617294
60161,0.013417482
60162,0.08247635
60163,0.02730645
60164,0.0070158234
60165,0.10864744
60166,0.07623513
60167,0.03534423
60168,0.038576473
60169,0.005365871
60170,0.0075757103
60171,0.026138268
60172,0.004469328
60173,0.09566504
60174,0.020982467
60175,0.103526875
60176,0.08235573
60177,0.065497994
60178,0.09697515
60179,0.055569492
60180,0.012815843
60181,0.0106046405
60182,0.037486117
60183,0.11082865
60184,0.002689494
60185,0.049775932
