id,rainfall
2494,0.8657362
2495,0.787495
2496,0.729893
2497,0.3158989
2498,0.7675635
2499,0.18065421
2500,0.22344743
2501,0.751048
2502,0.028640103
2503,0.72187716
2504,0.64692587
2505,0.40067878
2506,0.8197358
2507,0.76675576
2508,0.745494
2509,0.023112884
2510,0.50910157
2511,0.76384574
2512,0.6004654
2513,0.844535
2514,0.7912996
2515,0.80985457
2516,0.6590829
2517,0.63778216
2518,0.65888804
2519,0.9373286
2520,0.27219814
2521,0.3663186
2522,0.71823144
2523,0.321597
2524,0.09448013
2525,0.8286428
2526,0.0060521387
2527,0.8993112
2528,0.86271316
2529,0.8490125
2530,0.82615435
2531,0.93642694
2532,0.47504112
2533,0.84462374
2534,0.45850065
2535,0.05460166
2536,0.691242
2537,0.9391307
2538,0.6743642
2539,0.65533227
2540,0.4375369
2541,0.6296095
2542,0.27998245
2543,0.46194422
2544,0.87489146
2545,0.793208
2546,0.84519386
2547,0.89198935
2548,0.7266386
2549,0.9589113
2550,0.121197775
2551,0.3471652
2552,0.92478985
2553,0.9720715
2554,0.9487238
2555,0.93704605
2556,0.96505207
2557,0.3450463
2558,0.97312284
2559,0.94804084
2560,0.56077886
2561,0.71253115
2562,0.6785306
2563,0.9193772
2564,0.9704976
2565,0.7527985
2566,0.981481
2567,0.87546843
2568,0.79988444
2569,0.7719152
2570,0.0034517662
2571,0.012869495
2572,0.8381338
2573,0.0010921275
2574,0.00022835421
2575,0.94093984
2576,0.9310662
2577,0.9733831
2578,0.37728557
2579,0.93342716
2580,0.7710357
2581,0.18965009
2582,0.4762275
2583,0.7719685
2584,0.4123495
2585,0.90531415
2586,0.8925548
2587,0.10994778
2588,0.9137153
2589,0.1327941
2590,0.720726
2591,0.76244366
2592,0.68488777
2593,0.65413165
2594,0.87884545
2595,0.9413049
2596,0.34803233
2597,0.05417695
2598,0.8469474
2599,0.05288582
2600,0.73300624
2601,0.8976581
2602,0.7992806
2603,0.18865275
2604,0.8076029
2605,0.9609925
2606,0.8278648
2607,0.96055883
2608,0.59982234
2609,0.8914088
2610,0.9751131
2611,0.40859208
2612,0.512216
2613,0.20878278
2614,0.7508929
2615,0.9277184
2616,0.9230275
2617,0.9731023
2618,0.97535276
2619,0.8841917
2620,0.6801955
2621,0.78180486
2622,0.8920866
2623,0.95847744
2624,0.95978576
2625,0.906233
2626,0.2948786
2627,0.061342526
2628,0.833965
2629,0.50701225
2630,0.7571788
2631,0.80566674
2632,0.6219669
2633,0.80491775
2634,0.257547
2635,0.97625285
2636,0.96024215
2637,0.84710664
2638,0.8441241
2639,0.3246058
2640,0.9479378
2641,0.8735956
2642,0.894584
2643,0.84347695
2644,0.7410924
2645,0.71590984
2646,0.683779
2647,0.9487769
2648,0.9528743
2649,0.83074343
2650,0.9100138
2651,0.6963338
2652,0.80053604
2653,0.5439537
2654,0.6962002
2655,0.8213694
2656,0.7236212
2657,0.8412282
2658,0.7635224
2659,0.8916021
2660,0.76944953
2661,0.82218844
2662,0.8059799
2663,0.6782537
2664,0.6525965
2665,0.7399566
2666,0.76606995
2667,0.80657977
2668,0.7333256
2669,0.7487373
2670,0.79554343
2671,0.86707455
2672,0.82758427
2673,0.76797545
2674,0.7827291
2675,0.3805992
2676,0.72878623
2677,0.784911
2678,0.9138927
2679,0.3246808
2680,0.38651222
2681,0.8537516
2682,0.9486487
2683,0.68457824
2684,0.9296514
2685,0.8009406
2686,0.810314
2687,0.79697853
2688,0.9033661
2689,0.86332774
2690,0.9128126
2691,0.5771377
2692,0.8361514
2693,0.72062665
2694,0.8740846
2695,0.9567309
2696,0.97392094
2697,0.6536429
2698,0.097558625
2699,0.070182815
2700,0.028215537
2701,0.8371487
2702,0.70493376
2703,0.971321
2704,0.088269286
2705,0.045721777
2706,0.9130313
2707,0.5
2708,0.7318126
2709,0.051108733
2710,0.041369606
2711,0.09932079
2712,0.25387236
2713,0.5275274
2714,0.5829908
2715,0.8957592
2716,0.06974608
2717,0.68336964
2718,0.08855464
2719,0.59601635
2720,0.0887442
2721,0.9150204
2722,0.21792205
2723,0.94397366
2724,0.061860934
2725,0.85476446
2726,0.08988997
2727,0.3912427
2728,0.44065037
2729,0.44723204
2730,0.18981388
2731,0.76427555
2732,0.59045064
2733,0.679781
2734,0.9525612
2735,0.56164
2736,0.90584546
2737,0.051103715
2738,0.57975
2739,0.22145347
2740,0.1264869
2741,0.24530038
2742,0.099711895
2743,0.51443803
2744,0.70764035
2745,0.0914072
2746,0.14397052
2747,0.28470543
2748,0.35844466
2749,0.026479442
2750,0.049645964
2751,0.05561658
2752,0.109215766
2753,0.06424198
2754,0.112122364
2755,0.41744125
2756,0.3736432
2757,0.064707905
2758,0.71334493
2759,0.14610577
2760,0.32362756
2761,0.22028244
2762,0.65513647
2763,0.06554141
2764,0.09432549
2765,0.67864823
2766,0.765491
2767,0.14281577
2768,0.09805043
2769,0.8703913
2770,0.66679776
2771,0.80612206
2772,0.4853313
2773,0.051496223
2774,0.17512777
2775,0.8644835
2776,0.11813187
2777,0.86924255
2778,0.54473996
2779,0.8737707
2780,0.8922825
2781,0.37783375
2782,0.9104808
2783,0.2592957
2784,0.8186614
2785,0.8426852
2786,0.76882637
2787,0.7178194
2788,0.85214627
2789,0.56967896
2790,0.9552338
2791,0.32850713
2792,0.8520272
2793,0.9803454
2794,0.2617865
2795,0.28870654
2796,0.23412304
2797,0.9626923
2798,0.6770906
2799,0.935911
2800,0.58888817
2801,0.20905761
2802,0.88730633
2803,0.671769
2804,0.8593969
2805,0.7626117
2806,0.25921455
2807,0.1477254
2808,0.7760862
2809,0.93348014
2810,0.06004227
2811,0.9827792
2812,0.8630622
2813,0.97189945
2814,0.9816519
2815,0.3927902
2816,0.30299512
2817,0.043973505
2818,0.14234376
2819,0.5370861
2820,0.17789936
2821,0.7454469
2822,0.13038896
2823,0.9760538
2824,0.9013018
2825,0.2964251
2826,0.12242929
2827,0.81773
2828,0.13265415
2829,0.9184263
2830,0.020250449
2831,0.73696214
2832,0.61227614
2833,0.29195604
2834,0.117248006
2835,0.6347778
2836,0.09685986
2837,0.71624255
2838,0.7417627
2839,0.58562785
2840,0.012172331
2841,0.145227
2842,0.31148455
2843,0.71574867
2844,0.33011648
2845,0.76871145
2846,0.7379726
2847,0.57735264
2848,0.64910436
2849,0.6215921
2850,0.66801846
2851,0.75843596
2852,0.6424332
2853,0.85178715
2854,0.8524443
2855,0.8260961
2856,0.8185661
2857,0.79213077
2858,0.5433578
2859,0.7459696
2860,0.4648121
2861,0.7271077
2862,0.7557355
2863,0.771334
2864,0.6333609
2865,0.44234332
2866,0.8824325
2867,0.8364919
2868,0.8181223
2869,0.10105665
2870,0.052913424
2871,0.7870146
2872,0.93711567
2873,0.7216989
2874,0.87938607
2875,0.76412386
2876,0.15623614
2877,0.90149873
2878,0.8944726
2879,0.8202959
2880,0.77565616
2881,0.9514995
2882,0.8834698
2883,0.8241385
2884,0.17893866
2885,0.8462
2886,0.6928138
2887,0.42174584
2888,0.9075636
2889,0.023152709
2890,0.75162023
2891,0.9267244
2892,0.57992315
2893,0.043208215
2894,0.045802046
2895,0.24171999
2896,0.59955776
2897,0.025420621
2898,0.0033686482
2899,0.6709038
2900,0.023876835
2901,0.8335519
2902,0.043632515
2903,0.32518795
2904,0.91631967
2905,0.7494739
2906,0.4603119
2907,0.7318416
2908,0.83766145
2909,0.5423633
2910,0.4046902
2911,0.77086264
2912,0.6950004
2913,0.92496973
2914,0.96612376
2915,0.9379253
2916,0.7291279
2917,0.8667925
2918,0.96601284
2919,0.67537314
