id,Listening_Time_minutes
750870,44.11423
750871,27.908226
750872,76.63678
750873,43.732834
750874,71.95741
750875,16.717268
750876,41.017303
750877,55.22274
750878,39.18729
750879,36.094532
750880,20.506285
750881,8.80949
750882,13.814659
750883,71.92081
750884,49.045704
750885,42.9847
750886,43.884525
750887,13.588245
750888,82.278206
750889,20.640808
750890,41.020664
750891,44.894398
750892,86.13816
750893,22.525867
750894,56.21304
750895,44.591488
750896,34.38428
750897,65.59544
750898,47.885708
750899,68.295395
750900,2.475286
750901,2.0827332
750902,80.110596
750903,3.107994
750904,16.765793
750905,50.47819
750906,42.73012
750907,43.890728
750908,72.1896
750909,52.445717
750910,58.382595
750911,41.646324
750912,17.452686
750913,45.271717
750914,39.590984
750915,20.48023
750916,27.55848
750917,51.009617
750918,36.578327
750919,27.67221
750920,67.977646
750921,21.71529
750922,47.31761
750923,20.02973
750924,90.8078
750925,55.729416
750926,67.51906
750927,49.64356
750928,50.032574
750929,81.05983
750930,36.044815
750931,42.74623
750932,41.669685
750933,77.58728
750934,37.424404
750935,34.892567
750936,17.956303
750937,83.3609
750938,78.61908
750939,99.70129
750940,83.805984
750941,47.77874
750942,55.20532
750943,79.08522
750944,1.2406635
750945,32.60913
750946,44.01067
750947,52.94496
750948,67.96183
750949,25.793337
750950,4.2557893
750951,70.62134
750952,27.68847
750953,20.043415
750954,49.098633
750955,27.538288
750956,68.94731
750957,72.68609
750958,67.9898
750959,70.623146
750960,65.47174
750961,65.94975
750962,8.883598
750963,37.501366
750964,69.82599
750965,63.396862
750966,100.23199
750967,21.66196
750968,24.191689
750969,20.865492
750970,62.77651
750971,43.674923
750972,67.82005
750973,26.33228
750974,27.663895
750975,46.10776
750976,51.432392
750977,69.45387
750978,10.685305
750979,44.554577
750980,44.893932
750981,29.74363
750982,64.83748
750983,15.187113
750984,31.044098
750985,84.439064
750986,53.765007
750987,59.240547
750988,54.708996
750989,64.749306
750990,82.619675
750991,95.40024
750992,83.54299
750993,41.55022
750994,80.28557
750995,66.54482
750996,9.025751
750997,40.694622
750998,82.13478
750999,60.354733
751000,84.25477
751001,56.55032
751002,69.7374
751003,75.92548
751004,73.56373
751005,68.19477
751006,84.61311
751007,53.70529
751008,55.130814
751009,20.849962
751010,65.7791
751011,40.89909
751012,33.94762
751013,30.123276
751014,70.150764
751015,91.34571
751016,18.950972
751017,94.32258
751018,80.18236
751019,64.80233
751020,16.056719
751021,14.381136
751022,65.1836
751023,50.26699
751024,69.336136
751025,84.419785
751026,68.36433
751027,73.70452
751028,70.103226
751029,7.164346
751030,37.73566
751031,42.87106
751032,18.171818
751033,44.088886
751034,44.412167
751035,8.978182
751036,78.45272
751037,45.593815
751038,12.386585
751039,80.26337
751040,41.766964
751041,8.657265
751042,74.563705
751043,82.80832
751044,23.920994
751045,60.824352
751046,42.976677
751047,15.49527
751048,54.83555
751049,63.351696
751050,37.41403
751051,11.163038
751052,37.14765
751053,27.967262
751054,57.397717
751055,37.777737
751056,51.650158
751057,84.53157
751058,39.697884
751059,89.262886
751060,49.110924
751061,42.331657
751062,57.461952
751063,15.245905
751064,13.02906
751065,48.33387
751066,19.30648
751067,35.20312
751068,13.877867
751069,41.338726
751070,85.664505
751071,43.53961
751072,76.23717
751073,62.84836
751074,48.962345
751075,45.65977
751076,49.20224
751077,8.820627
751078,40.285145
751079,9.594358
751080,6.573718
751081,71.90201
751082,44.489223
751083,47.395092
751084,43.593098
751085,2.805294
751086,4.4435782
751087,4.192909
751088,69.21872
751089,29.135597
751090,64.8722
751091,21.117104
751092,46.55082
751093,62.836117
751094,69.87179
751095,77.648056
751096,76.421135
751097,71.76329
751098,40.43739
751099,21.476358
751100,26.488281
751101,42.846695
751102,24.17809
751103,65.94046
751104,15.4614315
751105,32.405773
751106,1.3586767
751107,42.571774
751108,54.3801
751109,20.981306
751110,47.12495
751111,75.11332
751112,22.550014
751113,58.491028
751114,16.65648
751115,7.128328
751116,85.82782
751117,82.7242
751118,78.633156
751119,83.598335
751120,78.03081
751121,25.242155
751122,39.587776
751123,19.02177
751124,48.62563
751125,16.416452
751126,51.95769
751127,60.969833
751128,71.59809
751129,5.2162395
751130,57.450222
751131,54.455605
751132,37.604618
751133,33.574917
751134,50.3104
751135,29.594269
751136,28.764465
751137,44.968494
751138,40.02582
751139,60.100292
751140,7.0672355
751141,10.249062
751142,19.756855
751143,39.32699
751144,86.24858
751145,28.917618
751146,32.75155
751147,41.882477
751148,15.5397625
751149,47.08702
751150,82.982864
751151,85.2852
751152,83.967995
751153,46.166256
751154,39.486332
751155,81.626114
751156,50.26649
751157,56.59376
751158,49.55187
751159,40.65675
751160,78.02311
751161,37.292973
751162,86.86223
751163,4.1007404
751164,43.821854
751165,43.88561
751166,68.58265
751167,14.631777
751168,8.308128
751169,81.928825
751170,82.430145
751171,78.711754
751172,40.39517
751173,64.43294
751174,9.360529
751175,7.330589
751176,63.90116
751177,12.836012
751178,33.039787
751179,21.373465
751180,33.52127
751181,74.032364
751182,83.4761
751183,43.571365
751184,4.3798747
751185,58.016666
751186,26.84489
751187,22.71405
751188,36.080143
751189,16.44328
751190,77.457565
751191,81.881966
751192,35.998768
751193,31.139692
751194,87.14321
751195,35.81007
751196,43.817013
751197,72.94879
751198,54.056423
751199,43.985813
751200,77.03702
751201,61.85464
751202,50.7973
751203,12.785927
751204,68.36527
751205,16.035082
751206,36.361782
751207,15.652287
751208,21.191078
751209,12.62388
751210,19.347733
751211,51.183857
751212,27.536276
751213,39.80964
751214,45.95302
751215,8.868953
751216,85.2012
751217,17.953655
751218,78.45723
751219,0.91485393
751220,63.38265
751221,62.159172
751222,79.24631
751223,30.902157
751224,22.049278
751225,47.877743
751226,42.102913
751227,20.431303
751228,48.12286
751229,53.74574
751230,46.9369
751231,37.84927
751232,25.088594
751233,48.346344
751234,77.51611
751235,21.038792
751236,86.61275
751237,31.348251
751238,52.588505
751239,46.093006
751240,44.681087
751241,74.95861
751242,59.002934
751243,10.172314
751244,51.83758
751245,28.609913
751246,20.094727
751247,14.803238
751248,69.28245
751249,50.08112
751250,10.149992
751251,92.025246
751252,46.376316
751253,50.514675
751254,50.391617
751255,47.77886
751256,24.765656
751257,33.68677
751258,27.271912
751259,80.784935
751260,40.023296
751261,70.57003
751262,37.593822
751263,74.69623
751264,35.633
751265,29.75112
751266,8.863201
751267,47.15971
751268,25.709797
751269,10.1716385
751270,47.523205
751271,74.579056
751272,44.29733
751273,14.847845
751274,37.430634
751275,80.612755
751276,45.40304
751277,95.48453
751278,71.08924
751279,59.751423
751280,58.339962
751281,48.14681
751282,5.7108483
751283,69.49434
751284,15.569883
751285,18.611866
751286,60.05861
751287,37.055027
751288,48.99903
751289,80.01697
751290,26.852516
751291,74.665955
751292,39.614643
751293,25.797638
751294,43.07856
751295,31.700798
751296,1.1549461
751297,46.84642
751298,40.52985
751299,40.502846
751300,45.259937
751301,25.466124
751302,16.73248
751303,9.506372
751304,53.925884
751305,50.562214
751306,18.253977
751307,35.694225
751308,5.4542947
751309,68.38278
751310,54.408306
751311,39.402348
751312,45.211033
751313,12.938953
751314,63.392918
751315,70.727104
751316,34.68649
751317,7.2393346
751318,73.95825
751319,18.194777
751320,68.27835
751321,53.12041
751322,80.50094
751323,22.651438
751324,74.31264
751325,85.200874
751326,39.717934
751327,58.35214
751328,64.54882
751329,42.64959
751330,43.82472
751331,85.18091
751332,51.805523
751333,15.422981
751334,48.452168
751335,24.993374
751336,24.439465
751337,34.750195
751338,81.441284
751339,41.515377
751340,102.65449
751341,40.6768
751342,46.119602
751343,24.679134
751344,66.10695
751345,43.01263
751346,18.258373
751347,33.52417
751348,62.240246
751349,15.7701435
751350,30.800688
751351,34.4213
751352,47.88421
751353,79.79914
751354,45.343006
751355,25.45752
751356,42.295788
751357,35.275005
751358,16.413786
751359,84.35281
751360,31.29031
751361,69.93241
751362,24.28205
751363,14.394903
751364,70.91757
751365,37.551464
751366,65.15047
751367,9.024855
751368,72.62868
751369,66.61005
751370,22.483316
751371,3.8074048
751372,2.4492607
751373,24.014603
751374,8.289951
751375,22.255121
751376,27.75335
751377,76.97249
751378,78.8823
751379,15.953733
751380,78.3226
751381,21.281137
751382,70.60318
751383,74.239395
751384,18.63534
751385,61.911884
751386,37.248653
751387,12.774429
751388,44.39186
751389,72.09941
751390,28.06422
751391,41.5099
751392,77.04732
751393,47.07848
751394,45.603474
751395,51.23719
751396,29.519825
751397,35.938095
751398,33.978115
751399,91.636406
751400,38.60685
751401,73.90938
751402,47.94729
751403,83.07749
751404,84.84619
751405,53.784317
751406,73.30768
751407,41.115993
751408,46.44067
751409,18.318783
751410,23.541763
751411,16.471987
751412,19.122953
751413,33.949818
751414,30.25631
751415,24.028532
751416,34.884956
751417,84.36629
751418,46.086086
751419,23.142967
751420,23.363476
751421,40.331226
751422,7.5467653
751423,36.05651
751424,60.84971
751425,31.18312
751426,20.0691
751427,12.807295
751428,50.425583
751429,38.48594
751430,12.65712
751431,69.95322
751432,55.266926
751433,13.057974
751434,39.21128
751435,54.273216
751436,32.58668
751437,53.763718
751438,42.80429
751439,74.73276
751440,51.054287
751441,51.650425
751442,55.78917
751443,75.05512
751444,3.9730663
751445,50.89441
751446,16.511637
751447,59.489704
751448,62.107662
751449,75.54855
751450,37.954517
751451,48.03598
751452,88.19545
751453,23.51843
751454,17.77134
751455,92.16372
751456,43.288616
751457,43.201042
751458,44.774303
751459,46.863037
751460,77.28197
751461,23.67476
751462,27.196117
751463,21.921116
751464,74.598015
751465,68.01302
751466,41.415707
751467,41.881695
751468,55.608906
751469,76.679825
751470,27.474583
751471,42.025944
751472,78.38219
751473,21.232872
751474,18.139612
751475,18.745367
751476,69.81029
751477,41.72415
751478,39.23512
751479,48.079212
751480,36.3444
751481,13.805876
751482,80.78502
751483,61.34142
751484,55.47495
751485,30.178896
751486,43.78824
751487,85.47249
751488,13.193083
751489,45.614925
751490,7.60924
751491,6.8635283
751492,22.761326
751493,8.803043
751494,82.3483
751495,41.971104
751496,74.26683
751497,32.741013
751498,20.871944
751499,6.4332757
751500,31.264736
751501,53.317856
751502,55.989048
751503,58.970303
751504,77.28263
751505,54.639572
751506,67.35753
751507,51.728752
751508,70.79793
751509,16.31198
751510,84.699554
751511,42.583435
751512,18.041008
751513,44.68402
751514,19.898209
751515,59.363285
751516,21.914885
751517,77.88231
751518,86.05963
751519,21.049042
751520,69.07979
751521,71.37601
751522,34.257153
751523,69.19558
751524,48.931892
751525,82.10385
751526,35.952198
751527,56.60314
751528,71.92966
751529,45.455082
751530,17.373806
751531,59.386555
751532,42.475655
751533,11.6807995
751534,29.12035
751535,82.448456
751536,7.6916795
751537,65.636826
751538,45.562122
751539,55.708908
751540,10.66077
751541,1.070997
751542,29.853466
751543,73.04436
751544,37.282616
751545,57.444958
751546,61.98734
751547,41.129673
751548,35.583424
751549,46.066658
751550,8.135538
751551,81.73767
751552,66.55257
751553,17.037457
751554,76.88047
751555,8.817095
751556,44.203205
751557,16.862368
751558,58.22348
751559,11.955324
751560,73.106575
751561,87.65709
751562,29.791168
751563,27.426952
751564,47.320637
751565,29.586681
751566,17.318094
751567,18.325245
751568,85.74628
751569,70.96182
751570,70.19461
751571,72.92402
751572,52.72278
751573,67.7481
751574,66.30068
751575,51.229694
751576,69.9887
751577,83.0756
751578,4.5258427
751579,13.973928
751580,20.396471
751581,9.414379
751582,46.81181
751583,38.279335
751584,40.784687
751585,38.532955
751586,18.928982
751587,8.018854
751588,87.50756
751589,56.401028
751590,28.700974
751591,9.920752
751592,34.696873
751593,37.721016
751594,95.809265
751595,24.286848
751596,15.476856
751597,42.157085
751598,87.85948
751599,22.34817
751600,42.227
751601,21.806812
751602,43.094246
751603,74.96456
751604,72.64999
751605,49.193928
751606,60.68265
751607,18.920788
751608,23.251743
751609,58.281895
751610,43.534245
751611,74.65634
751612,13.525475
751613,53.79228
751614,80.67017
751615,5.192652
751616,31.43621
751617,43.284313
751618,42.485966
751619,43.58016
751620,25.453049
751621,8.5770645
751622,66.40367
751623,4.6782746
751624,93.951805
751625,19.779285
751626,9.077616
751627,79.0376
751628,46.39039
751629,29.546776
751630,48.80514
751631,48.266697
751632,49.506046
751633,42.68532
751634,55.392284
751635,39.989273
751636,88.964096
751637,64.99524
751638,17.634052
751639,90.049515
751640,12.224434
751641,9.7769985
751642,36.426373
751643,72.782234
751644,51.665142
751645,62.50706
751646,5.023821
751647,30.526163
751648,17.84004
751649,82.06155
751650,41.960056
751651,29.162935
751652,41.808044
751653,28.094072
751654,3.8841748
751655,17.843561
751656,44.813145
751657,39.962894
751658,42.673435
751659,36.10207
751660,47.780277
751661,33.943146
751662,19.166824
751663,38.758038
751664,88.93613
751665,40.021194
751666,37.092648
751667,86.33836
751668,16.532385
751669,17.18274
751670,46.51076
751671,53.685913
751672,59.38478
751673,41.307827
751674,11.743343
751675,41.70236
751676,42.406956
751677,35.627163
751678,8.99403
751679,70.923836
751680,55.935947
751681,41.798748
751682,66.154175
751683,36.45782
751684,41.03088
751685,43.468536
751686,28.967842
751687,22.366169
751688,51.05743
751689,52.483685
751690,35.810158
751691,61.54556
751692,64.361626
751693,12.958843
751694,40.062603
751695,43.95759
751696,25.948551
751697,49.157078
751698,45.217438
751699,20.224901
751700,16.582426
751701,82.65316
751702,75.20143
751703,24.140974
751704,96.78433
751705,60.439102
751706,65.30312
751707,82.3629
751708,71.99274
751709,54.78339
751710,61.433792
751711,38.86192
751712,31.9549
751713,71.10986
751714,96.24449
751715,50.707962
751716,76.17159
751717,29.890652
751718,52.56842
751719,53.91508
751720,77.40747
751721,13.671572
751722,54.777973
751723,11.122774
751724,31.21899
751725,5.6747823
751726,30.97551
751727,1.5681365
751728,17.088259
751729,16.917421
751730,34.363148
751731,59.30747
751732,75.66093
751733,78.99256
751734,54.168034
751735,48.847576
751736,73.74875
751737,12.641499
